id_permintaan,nomor_tiket,pemohon_nama,jenis_layanan_id,timestamp_submit,tanggal_selesai,status_penyelesaian,rating_kepuasan
REQ-980,TKT-202412-0980,Mulyanto Irawan,1,2024-12-10 15:31:48.824548,2024-12-11 22:31:48.824548,Selesai,4.88
REQ-981,TKT-202507-0981,Arsipatra Saragih,1,2025-07-22 05:22:13.928296,2025-07-23 14:22:13.928296,Selesai,3.05
REQ-982,TKT-202503-0982,Kartika Mandala,3,2025-03-11 17:01:39.605180,2025-03-14 14:01:39.605180,Selesai,4.48
REQ-983,TKT-202511-0983,Mumpuni Mulyani,4,2025-11-18 16:14:20.294984,2025-11-21 14:14:20.294984,Selesai,3.94
REQ-984,TKT-202507-0984,Ir. Yessi Maulana,3,2025-07-28 23:09:08.279767,2025-07-30 01:09:08.279767,Selesai,3.16
REQ-985,TKT-202412-0985,"Dagel Farida, M.Kom.",5,2024-12-23 12:29:26.578722,2024-12-24 01:29:26.578722,Selesai,3.2
REQ-986,TKT-202507-0986,"Farah Pudjiastuti, S.E.",4,2025-07-05 07:27:36.826152,2025-07-06 04:27:36.826152,Selesai,4.99
REQ-987,TKT-202507-0987,Zalindra Damanik,1,2025-07-06 09:16:24.630887,2025-07-08 03:16:24.630887,Selesai,4.81
REQ-988,TKT-202511-0988,Lembah Narpati,5,2025-11-18 19:01:42.890388,2025-11-20 23:01:42.890388,Selesai,3.08
REQ-989,TKT-202508-0989,"T. Martani Pranowo, S.Pt",2,2025-08-30 07:32:54.245985,2025-09-02 01:32:54.245985,Selesai,3.12
REQ-990,TKT-202507-0990,Vega Astuti,3,2025-07-02 11:52:46.146197,2025-07-03 10:52:46.146197,Selesai,4.51
REQ-991,TKT-202502-0991,Mumpuni Mulyani,4,2025-02-01 02:39:07.224872,2025-02-01 20:39:07.224872,Selesai,3.19
REQ-992,TKT-202504-0992,"R.M. Cahyadi Waskita, M.Ak",5,2025-04-29 07:21:13.334998,2025-05-01 06:21:13.334998,Selesai,3.35
REQ-993,TKT-202508-0993,Radika Andriani,1,2025-08-13 18:05:27.645715,2025-08-15 11:05:27.645715,Selesai,3.71
REQ-994,TKT-202502-0994,Zalindra Damanik,1,2025-02-01 00:03:21.503343,2025-02-01 23:03:21.503343,Selesai,3.49
REQ-995,TKT-202506-0995,Lembah Narpati,2,2025-06-20 05:26:04.542925,2025-06-20 22:26:04.542925,Selesai,4.27
REQ-996,TKT-202509-0996,Padma Mansur,1,2025-09-12 22:04:58.748737,2025-09-13 08:04:58.748737,Selesai,4.69
REQ-997,TKT-202411-0997,Mulyanto Irawan,4,2024-11-24 10:40:44.010457,2024-11-24 12:40:44.010457,Selesai,4.34
REQ-998,TKT-202501-0998,Wirda Laksita,3,2025-01-22 10:50:57.832615,2025-01-23 00:50:57.832615,Selesai,3.84
REQ-999,TKT-202503-0999,Kamaria Hartati,1,2025-03-21 23:04:53.295911,2025-03-24 22:04:53.295911,Selesai,4.84
